x,y
5.122252235,4.5
-8.114060707,7
-5.871338984,6.5
13.57010222,-4
8.185804843,-0.5
4.770238959,-1.5
24.86272978,6.5
-3.411091435,3
5.438014123,11
12.69498065,6
-2.425392273,-0.5
-5.456069846,0.5
5.253278577,-0.5
12.2558548,11.5
8.263614289,13
24.05149707,0.5
-0.859392783,-4.5
2.723675267,1
