x,y
7.996689747,11
4.897423729,4
-0.125282211,-4
-9.324003541,-2
-7.525989164,3
5.653600988,5
-6.074983348,2
5.845858722,25
3.079511013,13
-5.68495415,-4
-3.610137188,0
-5.700485979,1
11.00646338,2
6.455884212,5
8.144646725,15
-2.444039947,1
2.226166363,1
