x,y
7.996689747,9.801587302
4.897423729,6.825396825
-0.125282211,-3.055555556
-9.324003541,-10.23809524
-7.525989164,0.391666667
5.749019763,3.69047619
5.653600988,27.73809524
-6.074983348,-6.587301587
5.845858722,-0.714285714
3.079511013,-4.841269841
-5.68495415,-5.952380952
-3.610137188,15.56956116
-11.81225781,-7.579365079
-5.700485979,5
11.00646338,7.057539683
6.455884212,10.03968254
8.144646725,36.19047619
-2.444039947,10.99206349
2.226166363,1.388888889
