x,y
7.996689747,21
4.897423729,3
-0.125282211,-4
-9.324003541,-1
-7.525989164,5
5.653600988,16
-6.074983348,1
5.845858722,39
3.079511013,17
-5.68495415,-6
-3.610137188,0
-5.700485979,0
11.00646338,10
6.455884212,4
8.144646725,23
-2.444039947,1
2.226166363,3
